mode,seed,episode,reward,length,energy,phase
normal,42,474,51.056264,140.0,168.59999999999974,training
normal,42,475,-19.454877,166.0,210.69999999999956,training
normal,42,476,-86.91871,88.0,84.20000000000012,training
normal,42,477,-5.801473,110.0,137.19999999999996,training
normal,42,478,14.091699,128.0,163.5999999999998,training
normal,42,479,166.981328,304.0,379.19999999999936,training
normal,42,480,3.1467,138.0,177.89999999999958,training
normal,42,481,1636.264019,1600.0,2523.799999999925,training
normal,42,482,238.23808,1600.0,2511.699999999928,training
normal,42,483,-152.111439,1600.0,2507.199999999927,training
normal,42,484,896.359144,1600.0,2473.499999999928,training
normal,42,485,1660.370864,1600.0,2498.699999999927,training
normal,42,486,-770.062533,1600.0,2514.799999999926,training
normal,42,487,-1098.486483,1600.0,2514.2999999999256,training
normal,42,488,1590.594223,1600.0,2467.699999999932,training
normal,42,489,-639.006142,1600.0,2512.299999999927,training
normal,42,490,73.979508,1600.0,2490.2999999999297,training
normal,42,491,1338.642143,1600.0,2505.1999999999257,training
normal,42,492,-13.403589,91.0,103.90000000000006,training
normal,42,493,-34.644666,104.0,122.00000000000003,training
normal,42,494,1445.573738,1600.0,2520.4999999999254,training
normal,42,495,1409.433784,1600.0,2497.9999999999263,training
normal,42,496,1591.155983,1600.0,2496.099999999927,training
normal,42,497,1672.43894,1600.0,2497.9999999999272,training
normal,42,498,35.996267,91.0,83.3,training
